465557306.100	-23.424	35.438
470212879.200	-23.737	34.931
474915007.900	-25.194	35.508
479664158.000	-24.703	35.779
484460799.600	-23.373	35.899
489305407.600	-23.103	35.840
494198461.700	-22.317	35.461
499140446.300	-21.210	35.356
504131850.800	-20.598	35.549
509173169.300	-20.387	35.922
514264901.000	-19.570	35.926
519407550.000	-19.494	35.678
524601625.500	-19.673	36.189
529847641.700	-20.733	36.829
535146118.100	-22.077	36.411
540497579.300	-21.951	36.554
545902555.100	-22.100	36.446
551361580.700	-22.571	35.584
556875196.500	-22.731	35.582
562443948.400	-21.883	35.629
568068387.900	-20.772	36.030
573749071.800	-19.902	35.691
579486562.500	-19.790	36.725
585281428.100	-19.604	38.168
591134242.400	-20.966	37.644
597045584.900	-21.697	37.282
603016040.700	-21.847	37.691
609046201.100	-21.985	38.445
615136663.100	-22.239	38.988
621288029.700	-22.121	39.232
627500910.000	-22.331	39.144
633775919.100	-22.128	38.658
640113678.300	-22.244	37.168
646514815.100	-22.229	35.948
652979963.300	-21.827	36.272
659509762.900	-21.527	36.971
666104860.500	-21.855	37.655
672765909.100	-22.432	37.942
679493568.200	-23.375	38.475
686288503.900	-23.624	38.927
693151389.000	-23.532	39.322
700082902.800	-22.452	39.742
707083731.900	-21.873	37.870
714154569.200	-20.692	36.791
721296114.900	-19.801	35.974
728509076.000	-19.474	36.237
735794166.800	-19.599	36.877
743152108.500	-20.237	38.142
750583629.500	-21.757	37.752
758089465.800	-22.913	36.409
765670360.500	-22.601	36.144
773327064.100	-20.781	37.383
781060334.700	-19.337	38.602
788870938.100	-18.599	40.498
796759647.500	-17.905	43.125
804727243.900	-18.015	43.526
812774516.400	-18.798	42.830
820902261.600	-19.524	41.928
829111284.200	-19.915	40.635
837402397.000	-19.584	39.447
845776421.000	-19.496	38.884
854234185.200	-19.949	38.537
862776527.000	-20.858	38.740
871404292.300	-21.722	39.012
880118335.200	-21.025	39.675
888919518.600	-18.789	39.198
897808713.800	-18.982	38.721
906786800.900	-18.635	39.035
915854668.900	-18.318	39.419
925013215.600	-20.202	39.282
934263347.800	-21.983	37.769
943605981.200	-21.747	36.791
953042041.100	-20.726	37.404
962572461.500	-18.227	37.671
972198186.100	-17.636	36.874
981920167.900	-16.319	37.148
991739369.600	-14.457	38.860
1000000000.000	-13.375	39.885
